ENROLLMENT;TUITION PAYMENT MARCH 2022;TUITION PAYMENT MARCH 2023;GENDER;TYPE OF EDUCATIONAL INSTITUTION;EDUCATIONAL INSTITUTION;INSTITUTION STATUS;DEPARTMENT;PROVINCE;DISTRICT;CLASSIFICATION;CAMPUS;FACULTY;PROGRAM/MAJOR;SHIFT/SCHEDULE;BENEFIT DISCOUNTS;STUDY MODE;AGE RANGE OF ENROLLED STUDENT;DISABILITY;NUMBER OF ENROLLED COURSES;AT-RISK COURSE
Reinscrito;1;1;M;COLEGIO;JUVENTUD CIENTIFICA;PRIVADA;LIMA;LIMA;EL AGUSTINO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. AERONAUTICA;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Reinscrito;1;1;M;COLEGIO;TRILCE;PRIVADA;LIMA;LIMA;SANTA ANITA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. AERONAUTICA;MAÑANA;SIN BENEFICIO;Presencial;1. <=18;No;1;1
Reinscrito;0;0;M;COLEGIO;MARISCAL TORIBIO LUZURIAGA;PRIVADA;LIMA;LIMA;VILLA EL SALVADOR;Carreras Pregrado;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;F;;;;CALLAO;CALLAO;LA PERLA;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;0;0;M;;;;LIMA;LIMA;ATE;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;F;;;;LIMA;LIMA;SAN BORJA;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL (50/50);MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;0;0;M;COLEGIO;MIGUEL GRAU;ESTATAL;APURIMAC;ABANCAY;ABANCAY;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE TELECOMUNICACIONES;NOCHE;SIN BENEFICIO;Virtual;1. <=18;No;2;0
Reinscrito;1;1;F;;MARISCAL RAMON CASTILLA;;CALLAO;CALLAO;CALLAO;Carreras Pregrado;UTP Lima Centro;Fac. Salud;OBSTETRICIA;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reinscrito;1;1;F;;;;CALLAO;CALLAO;CALLAO;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Adm. Y Neg.;ADMINISTRACION DE NEGOCIOS (50/50);MAÑANA;SIN BENEFICIO;Virtual;1. <=18;No;2;0
Reinscrito;1;1;M;COLEGIO;NUESTRA SEÑORA DE MONTSERRAT;ESTATAL;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. AUTOMOTRIZ;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;F;COLEGIO;ANTONIA MORENO DE CACERES;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MAÑANA;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;1;1;F;COLEGIO;JOSE SANTOS CHOCANO;ESTATAL;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Salud;ENFERMERÍA;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;F;;SANTA;;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;MAÑANA;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Reinscrito;1;1;M;UNIVERSIDAD;UNIVERSIDAD;PRIVADA;LIMA;LIMA;EL AGUSTINO;Carreras Pregrado;UTP Lima Centro;Fac. Salud;ENFERMERÍA;MIXTO;SIN BENEFICIO;Virtual;5. >=30;No;1;0
Reinscrito;0;0;F;;;;ICA;CHINCHA;CHINCHA BAJA;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;1;1;M;COLEGIO;MARISCAL CACERES;PRIVADA;LIMA;LIMA;SANTIAGO DE SURCO;Carreras Pregrado;UTP Lima Centro;Fac. Salud;NUTRICIÓN;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Reinscrito;1;1;M;COLEGIO;SACO;PRIVADA;LIMA;LIMA;LA VICTORIA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. HOTELERA Y DE TURISMO;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;1;1
Reinscrito;1;1;M;COLEGIO;SAN BASILIO;PRIVADA;LIMA;LIMA;RIMAC;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. CIVIL;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;M;COLEGIO;SAN PATRICIO;PRIVADA;LIMA;LIMA;SAN ISIDRO;Carreras PPE;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reinscrito;1;1;F;COLEGIO;6050 JUANA ALARCO DE DAMMERT;ESTATAL;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;DISEÑO DIGITAL PUBLICITARIO;NOCHE;SIN BENEFICIO;Virtual;1. <=18;No;3;0
Reinscrito;1;1;F;COLEGIO;HENRY WALLON EX JOSE SANTOS CH;PRIVADA;LIMA;LIMA;INDEPENDENCIA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;MIXTO;SIN BENEFICIO;Virtual;1. <=18;No;1;0
Reinscrito;1;1;M;COLEGIO;MANUEL GONZALES PRADA;ESTATAL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Carreras PPE;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reinscrito;1;0;M;COLEGIO;SANTANDER;PRIVADA;LIMA;LIMA;MIRAFLORES;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. Y MARKETING;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;2
Reinscrito;1;1;M;COLEGIO;MARIA MOLINARI REATEGUI;PRIVADA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. AERONAUTICA;NOCHE;SIN BENEFICIO;Virtual;1. <=18;No;2;0
Reinscrito;1;1;M;INSTITUTO;CITEN;ESTATAL;CALLAO;CALLAO;BELLAVISTA;Carreras PPE;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL;MAÑANA;CONVENIOS;Presencial;5. >=30;No;3;0
Reinscrito;1;1;M;COLEGIO;3014 LEONCIO PRADO;ESTATAL;LIMA;LIMA;RIMAC;Carreras Pregrado;UTP Lima Centro;Fac. Salud;NUTRICIÓN;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;AYACUCHO;HUAMANGA;AYACUCHO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. DE DISEÑO GRAFICO;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;F;;;;LIMA;CANETE;SAN VICENTE DE CANETE;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);NOCHE;SIN BENEFICIO;Virtual;5. >=30;No;3;0
Reinscrito;1;1;M;UNIVERSIDAD;UNIVERSIDADDESANMARTÍNDEP;PRIVADA;LIMA;LIMA;SAN BORJA;Carreras PPE;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reinscrito;1;1;M;COLEGIO;0425 CESAR VALLEJO;ESTATAL;LIMA;LIMA;SAN MARTIN DE PORRES;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;1;1
Reinscrito;1;1;M;;PERU;;LIMA;LIMA;LIMA;Carreras PPE;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reinscrito;1;1;2;COLEGIO;SEÑOR DE LA MISERICORDIA;PRIVADA;;;;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;M;COLEGIO;PANAMERICANA;PRIVADA;CALLAO;CALLAO;LA PERLA;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;CIENCIAS DE LA COMUNICACIÓN;NOCHE;SIN BENEFICIO;Virtual;1. <=18;No;1;0
Reinscrito;1;1;F;COLEGIO;UNIVERSIDADNACIONALDELCALLA;ESTATAL;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Salud;ENFERMERÍA;NOCHE;SIN BENEFICIO;Virtual;4. 24-29;No;3;0
Reinscrito;1;1;M;COLEGIO;BRIGHAM YOUNG SCHOOL;PRIVADA;LIMA;LIMA;SAN MIGUEL;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;M;COLEGIO;NEWTON;PRIVADA;JUNIN;TARMA;TARMA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRICA Y DE POTENCIA;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Reinscrito;1;1;F;COLEGIO;VIRGEN MARIA;PRIVADA;LIMA;LIMA;EL AGUSTINO;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;CIENCIAS DE LA COMUNICACIÓN;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;1;1;F;COLEGIO;HORACIO ZEVALLOS GAMEZ;ESTATAL;LIMA;LIMA;SAN ISIDRO;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);NOCHE;SIN BENEFICIO;Virtual;1. <=18;No;2;0
Reinscrito;1;1;M;INSTITUTO;SISE;PRIVADA;CALLAO;CALLAO;VENTANILLA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE REDES Y COMUNICACIONES;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;3;0
Reinscrito;1;1;M;COLEGIO;MONITOR HUASCAR;PRIVADA;LIMA;LIMA;SAN MARTIN DE PORRES;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. DE DISEÑO GRAFICO;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;0;0;M;COLEGIO;JOSE MARTI;ESTATAL;LIMA;LIMA;SAN LUIS;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SOFTWARE;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;2;2
Reinscrito;0;0;M;COLEGIO;0163 CORONEL NESTOR ESCUDERO O;ESTATAL;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Salud;ENFERMERÍA;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;1
Reinscrito;1;1;M;COLEGIO;7037 ARIOSTO MATELLINI ESPINOZ;ESTATAL;LIMA;LIMA;CHORRILLOS;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;MAÑANA;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;1;1;M;;7094 SASAKAWA;;LIMA;LIMA;VILLA EL SALVADOR;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;CIENCIAS DE LA COMUNICACIÓN;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;M;COLEGIO;3039 JAVIER HERAUD;ESTATAL;;;;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y MARKETING;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reinscrito;1;1;F;;;;CALLAO;CALLAO;CALLAO;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (50/50);NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;M;COLEGIO;SAN JOSE;PRIVADA;LIMA;CANETE;IMPERIAL;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. AUTOMOTRIZ;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Reinscrito;1;1;M;COLEGIO;LAS AMERICAS;ESTATAL;LIMA;LIMA;SAN ISIDRO;Carreras Pregrado;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reinscrito;1;1;M;;;;LIMA;LIMA;CHORRILLOS;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);NOCHE;SIN BENEFICIO;Virtual;1. <=18;No;2;0
Reinscrito;0;0;M;COLEGIO;DIVINO Y SAGRADO CORAZON DE JE;PRIVADA;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;3;3
Reinscrito;1;1;M;COLEGIO;2001 TNTE. CRNL. ALFREDO BONIF;ESTATAL;LIMA;LIMA;RIMAC;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;CIENCIAS DE LA COMUNICACIÓN;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;F;COLEGIO;TOMAS ARIETA CRUZ;PRIVADA;LIMA;LIMA;SAN MARTIN DE PORRES;Carreras Pregrado;UTP Lima Centro;Fac. Salud;ENFERMERÍA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;LIMA;BARRANCA;BARRANCA;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;4;0
Reinscrito;1;1;M;;;;LIMA;LIMA;LA VICTORIA;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;0;0;M;COLEGIO;2023 AUGUSTO SALAZAR BONDY;ESTATAL;;;;Carreras Pregrado;UTP Lima Centro;Fac. Salud;ENFERMERÍA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;M;COLEGIO;JUAN INGUNZA VALDIVIA;ESTATAL;CALLAO;CALLAO;CALLAO;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MAÑANA;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Reinscrito;1;1;M;;;;LIMA;LIMA;JESUS MARIA;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y MARKETING (50/50);MAÑANA;SIN BENEFICIO;Virtual;1. <=18;No;1;0
Reinscrito;1;1;M;;;;JUNIN;CHANCHAMAYO;SAN RAMON;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS (80/20);NOCHE;SIN BENEFICIO;Virtual;1. <=18;No;2;0
Reinscrito;1;1;F;;;;LIMA;LIMA;SAN MARTIN DE PORRES;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. BIOMEDICA;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;F;;;;CALLAO;CALLAO;CALLAO;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;M;COLEGIO;SAN JOSE;PRIVADA;LIMA;CANETE;IMPERIAL;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. MECATRONICA;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Reinscrito;1;1;M;;INNOVASCHOOLS¿CERCADO-SAN;;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;CIENCIAS DE LA COMUNICACIÓN;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;F;;;;LIMA;LIMA;LIMA;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Contabilidad;CONTABILIDAD (80/20);MAÑANA;SIN BENEFICIO;Remoto;1. <=18;No;1;0
Reinscrito;1;1;F;COLEGIO;INNOVASCHOOLS-CALLAO1SAEN;PRIVADA;CALLAO;CALLAO;CALLAO;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;DISEÑO DIGITAL PUBLICITARIO;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;M;;TECSUP N° 1;;LIMA;LIMA;LA MOLINA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRICA Y DE POTENCIA;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;4;0
Reinscrito;1;0;M;COLEGIO;LUIS FABIO XAMMAR JURADO;ESTATAL;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;2;2
Reinscrito;1;1;F;COLEGIO;2063 CORONEL JOSE FELIX BOGADO;ESTATAL;LIMA;LIMA;RIMAC;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y MARKETING;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reinscrito;1;1;M;;;;LIMA;LIMA;LA VICTORIA;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. MECANICA;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;1;1;M;;UniversidadNacionaldelCentr;;JUNIN;HUANCAYO;EL TAMBO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. EN SEGURIDAD LAB. Y AMB.;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;1;1;F;;;;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Carreras Pregrado;UTP Lima Centro;Fac. Salud;ENFERMERÍA;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;F;COLEGIO;HIPOLITO UNANUE;PRIVADA;LIMA;LIMA;VILLA EL SALVADOR;Carreras Pregrado;UTP Lima Centro;Fac. Salud;OBSTETRICIA;MAÑANA;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;F;;;;CALLAO;CALLAO;VENTANILLA;Carreras Pregrado;UTP Lima Centro;Fac. Salud;OBSTETRICIA;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;F;COLEGIO;BENJAMIN FRANKLIN;PRIVADA;LIMA;LIMA;ATE;Carreras Pregrado;UTP Lima Centro;Fac. Salud;NUTRICIÓN;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. CIVIL;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;UNIVERSIDAD;UNIVERSIDADPERUANADECIENCIA;PRIVADA;LIMA;LIMA;SANTIAGO DE SURCO;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRONICA;NOCHE;SIN BENEFICIO;Virtual;4. 24-29;No;2;0
Reinscrito;0;0;M;;;;LIMA;LIMA;SAN LUIS;Carreras Pregrado 50-50;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;INGENIERÍA DE SOFTWARE;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;2;2
Reinscrito;1;1;F;COLEGIO;ZARUMILLA;ESTATAL;LIMA;LIMA;LOS OLIVOS;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y MARKETING;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reinscrito;1;1;F;COLEGIO;SACO;PRIVADA;LIMA;LIMA;PUEBLO LIBRE;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y MARKETING;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reinscrito;1;1;M;;;;LIMA;LIMA;JESUS MARIA;Carreras Pregrado;UTP Lima Centro;Fac. Salud;ENFERMERÍA;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reinscrito;1;1;F;COLEGIO;0025 SAN MARTIN DE PORRES;ESTATAL;LIMA;LIMA;ATE;Carreras Pregrado;UTP Lima Centro;Fac. Salud;OBSTETRICIA;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;F;;;;LIMA;LIMA;CHORRILLOS;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;M;COLEGIO;TECHNOLOGY SCHOOLS;PRIVADA;LIMA;LIMA;LA MOLINA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE REDES Y COMUNICACIONES;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Reinscrito;1;1;M;COLEGIO;SAN JUAN MARIA VIANNEY;PRIVADA;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SOFTWARE;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;1;1;F;COLEGIO;0025 SAN MARTIN DE PORRES;ESTATAL;LIMA;LIMA;ATE;Carreras Pregrado;UTP Lima Centro;Fac. Salud;OBSTETRICIA;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;0;0;F;INSTITUTO;TECSUP No.1;PRIVADA;LIMA;LIMA;SAN LUIS;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. ELECTRICA Y DE POTENCIA;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;M;COLEGIO;TRILCE;PRIVADA;LIMA;LIMA;INDEPENDENCIA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;MIXTO;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;0;0;F;COLEGIO;5126 LOS JAZMINES;ESTATAL;CALLAO;CALLAO;CALLAO;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;DISEÑO DIGITAL PUBLICITARIO;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;1;0
Reinscrito;1;1;M;COLEGIO;UNIVERSIDADNACIONALFEDERICO;ESTATAL;LIMA;LIMA;EL AGUSTINO;Carreras PPE;UTP Lima Centro;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;3;0
Reinscrito;0;0;M;COLEGIO;CEBA - LINCOLN;PRIVADA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;DISEÑO DIGITAL PUBLICITARIO;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reinscrito;1;1;F;COLEGIO;VICENTE HONDARZA GOMEZ;PRIVADA;LIMA;HUARAL;CHANCAY;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;COMUNICACIÓN Y PUBLICIDAD;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;F;;;;ICA;CHINCHA;GROCIO PRADO;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);NOCHE;SIN BENEFICIO;Remoto;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;ALBERT EINSTEIN;PRIVADA;LIMA;LIMA;BRENA;Carreras Pregrado;UTP Lima Centro;Fac. Cienc. Com.;COMUNICACIÓN Y PUBLICIDAD;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;F;COLEGIO;FAMILIA UNIVERSAL SCHOOL;PRIVADA;CALLAO;CALLAO;LA PERLA;Carreras Pregrado;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;1;1;F;INSTITUTO;IFB;PRIVADA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;Carreras PPE;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS Y FINANZAS;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reinscrito;1;1;F;COLEGIO;FE Y ALEGRIA 11;ESTATAL;LIMA;LIMA;COMAS;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;2;0
Reinscrito;1;1;M;COLEGIO;SAN BENITO DE PALERMO;PRIVADA;LIMA;LIMA;ATE;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS;NOCHE;SIN BENEFICIO;Presencial;1. <=18;No;3;0
Reinscrito;1;1;F;;UNIVERSIDADPRIVADADELNORTE;;LIMA;LIMA;LIMA;Carreras Pregrado;UTP Lima Centro;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reinscrito;1;1;M;INSTITUTO;MARIA DE LOS ANGELES CIMAS;PRIVADA;LIMA;LIMA;PACHACAMAC;Carreras Pregrado 80-20;UTP Lima Centro;Fac. Adm. Y Neg.;ADM. DE EMPRESAS (80/20);NOCHE;SIN BENEFICIO;Virtual;4. 24-29;No;3;0
